Id,DayOfWeek,Date,Open,NationalHoliday
5547,5,9/11/2015,1,0
5548,5,9/11/2015,1,0
5549,5,9/11/2015,1,0
5550,5,9/11/2015,1,0
5551,5,9/11/2015,1,0
5552,5,9/11/2015,1,0
5553,5,9/11/2015,1,0
5554,5,9/11/2015,1,0
5555,5,9/11/2015,1,0
5556,5,9/11/2015,1,0
5557,5,9/11/2015,1,0
5558,5,9/11/2015,1,0
5559,5,9/11/2015,1,0
5560,5,9/11/2015,1,0
5561,5,9/11/2015,1,0
5562,5,9/11/2015,1,0
5563,5,9/11/2015,1,0
5564,5,9/11/2015,1,0
5565,5,9/11/2015,1,0
5566,5,9/11/2015,1,0
5567,5,9/11/2015,1,0
5568,5,9/11/2015,1,0
5569,5,9/11/2015,1,0
5570,5,9/11/2015,1,0
5571,5,9/11/2015,1,0
5572,5,9/11/2015,1,0
5573,5,9/11/2015,1,0
5574,5,9/11/2015,1,0
5575,5,9/11/2015,1,0
5576,5,9/11/2015,1,0
5577,5,9/11/2015,1,0
5578,5,9/11/2015,1,0
5579,5,9/11/2015,1,0
5580,5,9/11/2015,1,0
5581,5,9/11/2015,1,0
5582,5,9/11/2015,1,0
5583,5,9/11/2015,1,0
5584,5,9/11/2015,1,0
5585,5,9/11/2015,1,0
5586,5,9/11/2015,1,0
5587,5,9/11/2015,1,0
5588,5,9/11/2015,1,0
5589,5,9/11/2015,1,0
5590,5,9/11/2015,1,0
5591,5,9/11/2015,1,0
5592,5,9/11/2015,1,0
5593,5,9/11/2015,1,0
5594,5,9/11/2015,1,0
5595,5,9/11/2015,1,0
5596,5,9/11/2015,1,0
5597,5,9/11/2015,1,0
5598,5,9/11/2015,1,0
5599,5,9/11/2015,1,0
5600,5,9/11/2015,1,0
5601,5,9/11/2015,1,0
5602,5,9/11/2015,1,0
5603,5,9/11/2015,1,0
5604,5,9/11/2015,1,0
5605,5,9/11/2015,1,0
5606,5,9/11/2015,1,0
5607,5,9/11/2015,1,0
5608,5,9/11/2015,1,0
5609,5,9/11/2015,1,0
5610,5,9/11/2015,1,0
5611,5,9/11/2015,1,0
5612,5,9/11/2015,1,0
5613,5,9/11/2015,1,0
5614,5,9/11/2015,1,0
5615,5,9/11/2015,1,0
5616,5,9/11/2015,,0
5617,5,9/11/2015,1,0
5618,5,9/11/2015,1,0
5619,5,9/11/2015,1,0
5620,5,9/11/2015,1,0
5621,5,9/11/2015,1,0
5622,5,9/11/2015,1,0
5623,5,9/11/2015,1,0
5624,5,9/11/2015,1,0
5625,5,9/11/2015,1,0
5626,5,9/11/2015,1,0
5627,5,9/11/2015,1,0
5628,5,9/11/2015,1,0
5629,5,9/11/2015,1,0
5630,5,9/11/2015,1,0
5631,5,9/11/2015,1,0
5632,5,9/11/2015,1,0
5633,5,9/11/2015,1,0
5634,5,9/11/2015,1,0
5635,5,9/11/2015,1,0
5636,5,9/11/2015,1,0
5637,5,9/11/2015,1,0
5638,5,9/11/2015,1,0
5639,5,9/11/2015,1,0
5640,5,9/11/2015,1,0
5641,5,9/11/2015,1,0
5642,5,9/11/2015,1,0
5643,5,9/11/2015,1,0
5644,5,9/11/2015,1,0
5645,5,9/11/2015,1,0
5646,5,9/11/2015,1,0
5647,5,9/11/2015,1,0
5648,5,9/11/2015,1,0
5649,5,9/11/2015,1,0
5650,5,9/11/2015,1,0
5651,5,9/11/2015,1,0
5652,5,9/11/2015,1,0
5653,5,9/11/2015,1,0
5654,5,9/11/2015,1,0
5655,5,9/11/2015,1,0
5656,5,9/11/2015,1,0
5657,5,9/11/2015,1,0
5658,5,9/11/2015,1,0
5659,5,9/11/2015,1,0
5660,5,9/11/2015,1,0
5661,5,9/11/2015,1,0
5662,5,9/11/2015,1,0
5663,5,9/11/2015,1,0
5664,5,9/11/2015,1,0
5665,5,9/11/2015,1,0
5666,5,9/11/2015,1,0
5667,5,9/11/2015,1,0
5668,5,9/11/2015,1,0
5669,5,9/11/2015,1,0
5670,5,9/11/2015,1,0
5671,5,9/11/2015,1,0
5672,5,9/11/2015,1,0
5673,5,9/11/2015,1,0
5674,5,9/11/2015,1,0
5675,5,9/11/2015,1,0
5676,5,9/11/2015,1,0
5677,5,9/11/2015,1,0
5678,5,9/11/2015,1,0
5679,5,9/11/2015,1,0
5680,5,9/11/2015,1,0
5681,5,9/11/2015,1,0
5682,5,9/11/2015,1,0
5683,5,9/11/2015,1,0
5684,5,9/11/2015,1,0
5685,5,9/11/2015,1,0
5686,5,9/11/2015,1,0
5687,5,9/11/2015,1,0
5688,5,9/11/2015,1,0
5689,5,9/11/2015,1,0
5690,5,9/11/2015,1,0
5691,5,9/11/2015,1,0
5692,5,9/11/2015,1,0
5693,5,9/11/2015,1,0
5694,5,9/11/2015,1,0
5695,5,9/11/2015,1,0
5696,5,9/11/2015,1,0
5697,5,9/11/2015,1,0
5698,5,9/11/2015,1,0
5699,5,9/11/2015,1,0
5700,5,9/11/2015,1,0
5701,5,9/11/2015,1,0
5702,5,9/11/2015,1,0
5703,5,9/11/2015,1,0
5704,5,9/11/2015,1,0
5705,5,9/11/2015,1,0
5706,5,9/11/2015,1,0
5707,5,9/11/2015,1,0
5708,5,9/11/2015,1,0
5709,5,9/11/2015,1,0
5710,5,9/11/2015,1,0
5711,5,9/11/2015,1,0
5712,5,9/11/2015,1,0
5713,5,9/11/2015,1,0
5714,5,9/11/2015,1,0
5715,5,9/11/2015,1,0
5716,5,9/11/2015,1,0
5717,5,9/11/2015,1,0
5718,5,9/11/2015,1,0
5719,5,9/11/2015,1,0
5720,5,9/11/2015,1,0
5721,5,9/11/2015,1,0
5722,5,9/11/2015,1,0
5723,5,9/11/2015,1,0
5724,5,9/11/2015,1,0
5725,5,9/11/2015,1,0
5726,5,9/11/2015,1,0
5727,5,9/11/2015,1,0
5728,5,9/11/2015,1,0
5729,5,9/11/2015,1,0
5730,5,9/11/2015,1,0
5731,5,9/11/2015,1,0
5732,5,9/11/2015,1,0
5733,5,9/11/2015,1,0
5734,5,9/11/2015,1,0
5735,5,9/11/2015,1,0
5736,5,9/11/2015,1,0
5737,5,9/11/2015,1,0
5738,5,9/11/2015,1,0
5739,5,9/11/2015,1,0
5740,5,9/11/2015,1,0
5741,5,9/11/2015,1,0
5742,5,9/11/2015,1,0
5743,5,9/11/2015,1,0
5744,5,9/11/2015,1,0
5745,5,9/11/2015,1,0
5746,5,9/11/2015,1,0
5747,5,9/11/2015,1,0
5748,5,9/11/2015,1,0
5749,5,9/11/2015,1,0
5750,5,9/11/2015,1,0
5751,5,9/11/2015,1,0
5752,5,9/11/2015,1,0
5753,5,9/11/2015,1,0
5754,5,9/11/2015,1,0
5755,5,9/11/2015,1,0
5756,5,9/11/2015,1,0
5757,5,9/11/2015,1,0
5758,5,9/11/2015,1,0
5759,5,9/11/2015,1,0
5760,5,9/11/2015,1,0
5761,5,9/11/2015,1,0
5762,5,9/11/2015,1,0
5763,5,9/11/2015,1,0
5764,5,9/11/2015,1,0
5765,5,9/11/2015,1,0
5766,5,9/11/2015,1,0
5767,5,9/11/2015,1,0
5768,5,9/11/2015,1,0
5769,5,9/11/2015,1,0
5770,5,9/11/2015,1,0
5771,5,9/11/2015,1,0
5772,5,9/11/2015,1,0
5773,5,9/11/2015,1,0
5774,5,9/11/2015,1,0
5775,5,9/11/2015,1,0
5776,5,9/11/2015,1,0
5777,5,9/11/2015,1,0
5778,5,9/11/2015,1,0
5779,5,9/11/2015,1,0
5780,5,9/11/2015,1,0
5781,5,9/11/2015,1,0
5782,5,9/11/2015,1,0
5783,5,9/11/2015,1,0
5784,5,9/11/2015,1,0
5785,5,9/11/2015,1,0
5786,5,9/11/2015,1,0
5787,5,9/11/2015,1,0
5788,5,9/11/2015,1,0
5789,5,9/11/2015,1,0
5790,5,9/11/2015,1,0
5791,5,9/11/2015,1,0
5792,5,9/11/2015,1,0
5793,5,9/11/2015,1,0
5794,5,9/11/2015,1,0
5795,5,9/11/2015,1,0
5796,5,9/11/2015,1,0
5797,5,9/11/2015,1,0
5798,5,9/11/2015,1,0
5799,5,9/11/2015,1,0
5800,5,9/11/2015,1,0
5801,5,9/11/2015,1,0
5802,5,9/11/2015,1,0
5803,5,9/11/2015,1,0
5804,5,9/11/2015,1,0
5805,5,9/11/2015,1,0
5806,5,9/11/2015,1,0
5807,5,9/11/2015,1,0
5808,5,9/11/2015,1,0
5809,5,9/11/2015,1,0
5810,5,9/11/2015,1,0
5811,5,9/11/2015,1,0
5812,5,9/11/2015,1,0
5813,5,9/11/2015,1,0
5814,5,9/11/2015,1,0
5815,5,9/11/2015,1,0
5816,5,9/11/2015,1,0
5817,5,9/11/2015,1,0
5818,5,9/11/2015,1,0
5819,5,9/11/2015,1,0
5820,5,9/11/2015,1,0
5821,5,9/11/2015,1,0
5822,5,9/11/2015,1,0
5823,5,9/11/2015,1,0
5824,5,9/11/2015,1,0
5825,5,9/11/2015,1,0
5826,5,9/11/2015,1,0
5827,5,9/11/2015,1,0
5828,5,9/11/2015,1,0
5829,5,9/11/2015,1,0
5830,5,9/11/2015,1,0
5831,5,9/11/2015,1,0
5832,5,9/11/2015,1,0
5833,5,9/11/2015,1,0
5834,5,9/11/2015,1,0
5835,5,9/11/2015,1,0
5836,5,9/11/2015,1,0
5837,5,9/11/2015,1,0
5838,5,9/11/2015,1,0
5839,5,9/11/2015,1,0
5840,5,9/11/2015,1,0
5841,5,9/11/2015,1,0
5842,5,9/11/2015,1,0
5843,5,9/11/2015,1,0
5844,5,9/11/2015,1,0
5845,5,9/11/2015,1,0
5846,5,9/11/2015,1,0
5847,5,9/11/2015,1,0
5848,5,9/11/2015,1,0
5849,5,9/11/2015,1,0
5850,5,9/11/2015,1,0
5851,5,9/11/2015,1,0
5852,5,9/11/2015,1,0
5853,5,9/11/2015,1,0
5854,5,9/11/2015,1,0
5855,5,9/11/2015,1,0
5856,5,9/11/2015,1,0
5857,5,9/11/2015,1,0
5858,5,9/11/2015,1,0
5859,5,9/11/2015,1,0
5860,5,9/11/2015,1,0
5861,5,9/11/2015,1,0
5862,5,9/11/2015,1,0
5863,5,9/11/2015,1,0
5864,5,9/11/2015,1,0
5865,5,9/11/2015,1,0
5866,5,9/11/2015,1,0
5867,5,9/11/2015,1,0
5868,5,9/11/2015,1,0
5869,5,9/11/2015,1,0
5870,5,9/11/2015,1,0
5871,5,9/11/2015,1,0
5872,5,9/11/2015,1,0
5873,5,9/11/2015,1,0
5874,5,9/11/2015,1,0
5875,5,9/11/2015,1,0
5876,5,9/11/2015,1,0
5877,5,9/11/2015,1,0
5878,5,9/11/2015,1,0
5879,5,9/11/2015,1,0
5880,5,9/11/2015,1,0
5881,5,9/11/2015,1,0
5882,5,9/11/2015,1,0
5883,5,9/11/2015,1,0
5884,5,9/11/2015,1,0
5885,5,9/11/2015,1,0
5886,5,9/11/2015,1,0
5887,5,9/11/2015,1,0
5888,5,9/11/2015,1,0
5889,5,9/11/2015,1,0
5890,5,9/11/2015,1,0
5891,5,9/11/2015,1,0
5892,5,9/11/2015,1,0
5893,5,9/11/2015,1,0
5894,5,9/11/2015,1,0
5895,5,9/11/2015,1,0
5896,5,9/11/2015,1,0
5897,5,9/11/2015,1,0
5898,5,9/11/2015,1,0
5899,5,9/11/2015,1,0
5900,5,9/11/2015,1,0
5901,5,9/11/2015,1,0
5902,5,9/11/2015,1,0
5903,5,9/11/2015,1,0
5904,5,9/11/2015,1,0
5905,5,9/11/2015,1,0
5906,5,9/11/2015,1,0
5907,5,9/11/2015,1,0
5908,5,9/11/2015,1,0
5909,5,9/11/2015,1,0
5910,5,9/11/2015,1,0
5911,5,9/11/2015,1,0
5912,5,9/11/2015,1,0
5913,5,9/11/2015,1,0
5914,5,9/11/2015,1,0
5915,5,9/11/2015,1,0
5916,5,9/11/2015,1,0
5917,5,9/11/2015,1,0
5918,5,9/11/2015,1,0
5919,5,9/11/2015,1,0
5920,5,9/11/2015,1,0
5921,5,9/11/2015,1,0
5922,5,9/11/2015,1,0
5923,5,9/11/2015,1,0
5924,5,9/11/2015,1,0
5925,5,9/11/2015,1,0
5926,5,9/11/2015,1,0
5927,5,9/11/2015,1,0
5928,5,9/11/2015,1,0
5929,5,9/11/2015,1,0
5930,5,9/11/2015,1,0
5931,5,9/11/2015,1,0
5932,5,9/11/2015,1,0
5933,5,9/11/2015,1,0
5934,5,9/11/2015,1,0
5935,5,9/11/2015,1,0
5936,5,9/11/2015,1,0
5937,5,9/11/2015,1,0
5938,5,9/11/2015,1,0
5939,5,9/11/2015,1,0
5940,5,9/11/2015,1,0
5941,5,9/11/2015,1,0
5942,5,9/11/2015,1,0
5943,5,9/11/2015,1,0
5944,5,9/11/2015,1,0
5945,5,9/11/2015,1,0
5946,5,9/11/2015,1,0
5947,5,9/11/2015,1,0
5948,5,9/11/2015,1,0
5949,5,9/11/2015,1,0
5950,5,9/11/2015,1,0
5951,5,9/11/2015,1,0
5952,5,9/11/2015,1,0
5953,5,9/11/2015,1,0
5954,5,9/11/2015,1,0
5955,5,9/11/2015,1,0
5956,5,9/11/2015,1,0
5957,5,9/11/2015,1,0
5958,5,9/11/2015,1,0
5959,5,9/11/2015,1,0
5960,5,9/11/2015,1,0
5961,5,9/11/2015,1,0
5962,5,9/11/2015,1,0
5963,5,9/11/2015,1,0
5964,5,9/11/2015,1,0
5965,5,9/11/2015,1,0
5966,5,9/11/2015,1,0
5967,5,9/11/2015,1,0
5968,5,9/11/2015,1,0
5969,5,9/11/2015,1,0
5970,5,9/11/2015,1,0
5971,5,9/11/2015,1,0
5972,5,9/11/2015,1,0
5973,5,9/11/2015,1,0
5974,5,9/11/2015,1,0
5975,5,9/11/2015,1,0
5976,5,9/11/2015,1,0
5977,5,9/11/2015,1,0
5978,5,9/11/2015,1,0
5979,5,9/11/2015,1,0
5980,5,9/11/2015,1,0
5981,5,9/11/2015,1,0
5982,5,9/11/2015,1,0
5983,5,9/11/2015,1,0
5984,5,9/11/2015,1,0
5985,5,9/11/2015,1,0
5986,5,9/11/2015,1,0
5987,5,9/11/2015,1,0
5988,5,9/11/2015,1,0
5989,5,9/11/2015,1,0
5990,5,9/11/2015,1,0
5991,5,9/11/2015,1,0
5992,5,9/11/2015,1,0
5993,4,9/10/2015,1,0
5994,4,9/10/2015,1,0
5995,4,9/10/2015,1,0
5996,4,9/10/2015,1,0
5997,4,9/10/2015,1,0
5998,4,9/10/2015,1,0
5999,4,9/10/2015,1,0
6000,4,9/10/2015,1,0
6001,4,9/10/2015,1,0
6002,4,9/10/2015,1,0
6003,4,9/10/2015,1,0
6004,4,9/10/2015,1,0
6005,4,9/10/2015,1,0
6006,4,9/10/2015,1,0
6007,4,9/10/2015,1,0
6008,4,9/10/2015,1,0
6009,4,9/10/2015,1,0
6010,4,9/10/2015,1,0
6011,4,9/10/2015,1,0
6012,4,9/10/2015,1,0
6013,4,9/10/2015,1,0
6014,4,9/10/2015,1,0
6015,4,9/10/2015,1,0
6016,4,9/10/2015,1,0
6017,4,9/10/2015,1,0
6018,4,9/10/2015,1,0
6019,4,9/10/2015,1,0
6020,4,9/10/2015,1,0
6021,4,9/10/2015,1,0
6022,4,9/10/2015,1,0
6023,4,9/10/2015,1,0
6024,4,9/10/2015,1,0
6025,4,9/10/2015,1,0
6026,4,9/10/2015,1,0
6027,4,9/10/2015,1,0
6028,4,9/10/2015,1,0
6029,4,9/10/2015,1,0
6030,4,9/10/2015,1,0
6031,4,9/10/2015,1,0
6032,4,9/10/2015,1,0
6033,4,9/10/2015,1,0
6034,4,9/10/2015,1,0
6035,4,9/10/2015,1,0
6036,4,9/10/2015,1,0
6037,4,9/10/2015,1,0
6038,4,9/10/2015,1,0
6039,4,9/10/2015,1,0
6040,4,9/10/2015,1,0
6041,4,9/10/2015,1,0
6042,4,9/10/2015,1,0
6043,4,9/10/2015,1,0
6044,4,9/10/2015,1,0
6045,4,9/10/2015,1,0
6046,4,9/10/2015,1,0
6047,4,9/10/2015,1,0
6048,4,9/10/2015,1,0
6049,4,9/10/2015,1,0
6050,4,9/10/2015,1,0
6051,4,9/10/2015,1,0
6052,4,9/10/2015,1,0
6053,4,9/10/2015,1,0
6054,4,9/10/2015,1,0
6055,4,9/10/2015,1,0
6056,4,9/10/2015,1,0
6057,4,9/10/2015,1,0
6058,4,9/10/2015,1,0
6059,4,9/10/2015,1,0
6060,4,9/10/2015,1,0
6061,4,9/10/2015,1,0
6062,4,9/10/2015,1,0
6063,4,9/10/2015,1,0
6064,4,9/10/2015,1,0
6065,4,9/10/2015,1,0
6066,4,9/10/2015,1,0
6067,4,9/10/2015,1,0
6068,4,9/10/2015,1,0
6069,4,9/10/2015,1,0
6070,4,9/10/2015,1,0
6071,4,9/10/2015,1,0
6072,4,9/10/2015,1,0
6073,4,9/10/2015,1,0
6074,4,9/10/2015,1,0
6075,4,9/10/2015,1,0
6076,4,9/10/2015,1,0
6077,4,9/10/2015,1,0
6078,4,9/10/2015,1,0
6079,4,9/10/2015,1,0
6080,4,9/10/2015,1,0
6081,4,9/10/2015,1,0
6082,4,9/10/2015,1,0
6083,4,9/10/2015,1,0
6084,4,9/10/2015,1,0
6085,4,9/10/2015,1,0
6086,4,9/10/2015,1,0
6087,4,9/10/2015,1,0
6088,4,9/10/2015,1,0
6089,4,9/10/2015,1,0
6090,4,9/10/2015,1,0
6091,4,9/10/2015,1,0
6092,4,9/10/2015,1,0
6093,4,9/10/2015,1,0
6094,4,9/10/2015,1,0
6095,4,9/10/2015,1,0
6096,4,9/10/2015,1,0
6097,4,9/10/2015,1,0
6098,4,9/10/2015,1,0
6099,4,9/10/2015,1,0
6100,4,9/10/2015,1,0
6101,4,9/10/2015,1,0
6102,4,9/10/2015,1,0
6103,4,9/10/2015,1,0
6104,4,9/10/2015,1,0
6105,4,9/10/2015,1,0
6106,4,9/10/2015,1,0
6107,4,9/10/2015,1,0
6108,4,9/10/2015,1,0
6109,4,9/10/2015,1,0
6110,4,9/10/2015,1,0
6111,4,9/10/2015,1,0
6112,4,9/10/2015,1,0
6113,4,9/10/2015,1,0
6114,4,9/10/2015,1,0
6115,4,9/10/2015,1,0
6116,4,9/10/2015,1,0
6117,4,9/10/2015,1,0
6118,4,9/10/2015,1,0
6119,4,9/10/2015,1,0
6120,4,9/10/2015,1,0
6121,4,9/10/2015,1,0
6122,4,9/10/2015,1,0
6123,4,9/10/2015,1,0
6124,4,9/10/2015,1,0
6125,4,9/10/2015,1,0
6126,4,9/10/2015,1,0
6127,4,9/10/2015,1,0
6128,4,9/10/2015,1,0
6129,4,9/10/2015,1,0
6130,4,9/10/2015,1,0
6131,4,9/10/2015,1,0
6132,4,9/10/2015,1,0
6133,4,9/10/2015,1,0
6134,4,9/10/2015,1,0
6135,4,9/10/2015,1,0
6136,4,9/10/2015,1,0
6137,4,9/10/2015,1,0
6138,4,9/10/2015,1,0
6139,4,9/10/2015,1,0
6140,4,9/10/2015,1,0
6141,4,9/10/2015,1,0
6142,4,9/10/2015,1,0
6143,4,9/10/2015,1,0
6144,4,9/10/2015,1,0
6145,4,9/10/2015,1,0
6146,4,9/10/2015,1,0
6147,4,9/10/2015,1,0
6148,4,9/10/2015,1,0
6149,4,9/10/2015,1,0
6150,4,9/10/2015,1,0
6151,4,9/10/2015,1,0
6152,4,9/10/2015,1,0
6153,4,9/10/2015,1,0
6154,4,9/10/2015,1,0
6155,4,9/10/2015,1,0
6156,4,9/10/2015,1,0
6157,4,9/10/2015,1,0
6158,4,9/10/2015,1,0
6159,4,9/10/2015,1,0
6160,4,9/10/2015,1,0
6161,4,9/10/2015,1,0
6162,4,9/10/2015,1,0
6163,4,9/10/2015,1,0
6164,4,9/10/2015,1,0
6165,4,9/10/2015,1,0
6166,4,9/10/2015,1,0
6167,4,9/10/2015,1,0
6168,4,9/10/2015,1,0
6169,4,9/10/2015,1,0
6170,4,9/10/2015,1,0
6171,4,9/10/2015,1,0
6172,4,9/10/2015,1,0
6173,4,9/10/2015,1,0
6174,4,9/10/2015,1,0
6175,4,9/10/2015,1,0
6176,4,9/10/2015,1,0
6177,4,9/10/2015,1,0
6178,4,9/10/2015,1,0
6179,4,9/10/2015,1,0
6180,4,9/10/2015,1,0
6181,4,9/10/2015,1,0
6182,4,9/10/2015,1,0
6183,4,9/10/2015,1,0
6184,4,9/10/2015,1,0
6185,4,9/10/2015,1,0
6186,4,9/10/2015,1,0
6187,4,9/10/2015,1,0
6188,4,9/10/2015,1,0
6189,4,9/10/2015,1,0
6190,4,9/10/2015,1,0
6191,4,9/10/2015,1,0
6192,4,9/10/2015,1,0
6193,4,9/10/2015,1,0
6194,4,9/10/2015,1,0
6195,4,9/10/2015,1,0
6196,4,9/10/2015,1,0
6197,4,9/10/2015,1,0
6198,4,9/10/2015,1,0
6199,4,9/10/2015,1,0
6200,4,9/10/2015,1,0
6201,4,9/10/2015,1,0
6202,4,9/10/2015,1,0
6203,4,9/10/2015,1,0
6204,4,9/10/2015,1,0
6205,4,9/10/2015,1,0
6206,4,9/10/2015,1,0
6207,4,9/10/2015,1,0
6208,4,9/10/2015,1,0
6209,4,9/10/2015,1,0
6210,4,9/10/2015,1,0
6211,4,9/10/2015,1,0
6212,4,9/10/2015,1,0
6213,4,9/10/2015,1,0
6214,4,9/10/2015,1,0
6215,4,9/10/2015,1,0
6216,4,9/10/2015,1,0
6217,4,9/10/2015,1,0
6218,4,9/10/2015,1,0
6219,4,9/10/2015,1,0
6220,4,9/10/2015,1,0
6221,4,9/10/2015,1,0
6222,4,9/10/2015,1,0
6223,4,9/10/2015,1,0
6224,4,9/10/2015,1,0
6225,4,9/10/2015,1,0
6226,4,9/10/2015,1,0
6227,4,9/10/2015,1,0
6228,4,9/10/2015,1,0
6229,4,9/10/2015,1,0
6230,4,9/10/2015,1,0
6231,4,9/10/2015,1,0
6232,4,9/10/2015,1,0
6233,4,9/10/2015,1,0
6234,4,9/10/2015,1,0
6235,4,9/10/2015,1,0
6236,4,9/10/2015,1,0
6237,4,9/10/2015,1,0
6238,4,9/10/2015,1,0
6239,4,9/10/2015,1,0
6240,4,9/10/2015,1,0
6241,4,9/10/2015,1,0
6242,4,9/10/2015,1,0
6243,4,9/10/2015,1,0
6244,4,9/10/2015,1,0
6245,4,9/10/2015,1,0
6246,4,9/10/2015,1,0
6247,4,9/10/2015,1,0
6248,4,9/10/2015,1,0
6249,4,9/10/2015,1,0
6250,4,9/10/2015,1,0
6251,4,9/10/2015,1,0
6252,4,9/10/2015,1,0
6253,4,9/10/2015,1,0
6254,4,9/10/2015,1,0
6255,4,9/10/2015,1,0
6256,4,9/10/2015,1,0
6257,4,9/10/2015,1,0
6258,4,9/10/2015,1,0
6259,4,9/10/2015,1,0
6260,4,9/10/2015,1,0
6261,4,9/10/2015,1,0
6262,4,9/10/2015,1,0
6263,4,9/10/2015,1,0
6264,4,9/10/2015,1,0
6265,4,9/10/2015,1,0
6266,4,9/10/2015,1,0
6267,4,9/10/2015,1,0
6268,4,9/10/2015,1,0
6269,4,9/10/2015,1,0
6270,4,9/10/2015,1,0
6271,4,9/10/2015,1,0
6272,4,9/10/2015,1,0
6273,4,9/10/2015,1,0
6274,4,9/10/2015,1,0
6275,4,9/10/2015,1,0
6276,4,9/10/2015,1,0
6277,4,9/10/2015,1,0
6278,4,9/10/2015,1,0
6279,4,9/10/2015,1,0
6280,4,9/10/2015,1,0
6281,4,9/10/2015,1,0
6282,4,9/10/2015,1,0
6283,4,9/10/2015,1,0
6284,4,9/10/2015,1,0
6285,4,9/10/2015,1,0
6286,4,9/10/2015,1,0
6287,4,9/10/2015,1,0
6288,4,9/10/2015,1,0
6289,4,9/10/2015,1,0
6290,4,9/10/2015,1,0
6291,4,9/10/2015,1,0
6292,4,9/10/2015,1,0
6293,4,9/10/2015,1,0
6294,4,9/10/2015,1,0
6295,4,9/10/2015,1,0
6296,4,9/10/2015,1,0
6297,4,9/10/2015,1,0
6298,4,9/10/2015,1,0
6299,4,9/10/2015,1,0
6300,4,9/10/2015,1,0
6301,4,9/10/2015,1,0
6302,4,9/10/2015,1,0
6303,4,9/10/2015,1,0
6304,4,9/10/2015,1,0
6305,4,9/10/2015,1,0
6306,4,9/10/2015,1,0
6307,4,9/10/2015,1,0
6308,4,9/10/2015,1,0
6309,4,9/10/2015,1,0
6310,4,9/10/2015,1,0
6311,4,9/10/2015,1,0
6312,4,9/10/2015,1,0
6313,4,9/10/2015,1,0
6314,4,9/10/2015,1,0
6315,4,9/10/2015,1,0
6316,4,9/10/2015,1,0
6317,4,9/10/2015,1,0
6318,4,9/10/2015,1,0
6319,4,9/10/2015,1,0
6320,4,9/10/2015,1,0
6321,4,9/10/2015,1,0
6322,4,9/10/2015,1,0
6323,4,9/10/2015,1,0
6324,4,9/10/2015,1,0
6325,4,9/10/2015,1,0
6326,4,9/10/2015,1,0
6327,4,9/10/2015,1,0
6328,4,9/10/2015,1,0
6329,4,9/10/2015,1,0
6330,4,9/10/2015,1,0
6331,4,9/10/2015,1,0
6332,4,9/10/2015,1,0
6333,4,9/10/2015,1,0
6334,4,9/10/2015,1,0
6335,4,9/10/2015,1,0
6336,4,9/10/2015,1,0
6337,4,9/10/2015,1,0
6338,4,9/10/2015,1,0
6339,4,9/10/2015,1,0
6340,4,9/10/2015,1,0
6341,4,9/10/2015,1,0
6342,4,9/10/2015,1,0
6343,4,9/10/2015,1,0
6344,4,9/10/2015,1,0
6345,4,9/10/2015,1,0
6346,4,9/10/2015,1,0
6347,4,9/10/2015,1,0
6348,4,9/10/2015,1,0
6349,4,9/10/2015,1,0
6350,4,9/10/2015,1,0
6351,4,9/10/2015,1,0
6352,4,9/10/2015,1,0
6353,4,9/10/2015,1,0
6354,4,9/10/2015,1,0
6355,4,9/10/2015,1,0
6356,4,9/10/2015,1,0
6357,4,9/10/2015,1,0
6358,4,9/10/2015,1,0
6359,4,9/10/2015,1,0
6360,4,9/10/2015,1,0
6361,4,9/10/2015,1,0
6362,4,9/10/2015,1,0
6363,4,9/10/2015,1,0
6364,4,9/10/2015,1,0
6365,4,9/10/2015,1,0
6366,4,9/10/2015,1,0
6367,4,9/10/2015,1,0
6368,4,9/10/2015,1,0
6369,4,9/10/2015,1,0
6370,4,9/10/2015,1,0
6371,4,9/10/2015,1,0
6372,4,9/10/2015,1,0
6373,4,9/10/2015,1,0
6374,4,9/10/2015,1,0
6375,4,9/10/2015,1,0
6376,4,9/10/2015,1,0
6377,4,9/10/2015,1,0
6378,4,9/10/2015,1,0
6379,4,9/10/2015,1,0
6380,4,9/10/2015,1,0
6381,4,9/10/2015,1,0
6382,4,9/10/2015,1,0
6383,4,9/10/2015,1,0
6384,4,9/10/2015,1,0
6385,4,9/10/2015,1,0
6386,4,9/10/2015,1,0
6387,4,9/10/2015,1,0
6388,4,9/10/2015,1,0
6389,4,9/10/2015,1,0
6390,4,9/10/2015,1,0
6391,4,9/10/2015,1,0
6392,4,9/10/2015,1,0
6393,4,9/10/2015,1,0
6394,4,9/10/2015,1,0
6395,4,9/10/2015,1,0
6396,4,9/10/2015,1,0
6397,4,9/10/2015,1,0
6398,4,9/10/2015,1,0
6399,4,9/10/2015,1,0
6400,4,9/10/2015,1,0
6401,4,9/10/2015,1,0
6402,4,9/10/2015,1,0
6403,4,9/10/2015,1,0
6404,4,9/10/2015,1,0
6405,4,9/10/2015,1,0
6406,4,9/10/2015,1,0
6407,4,9/10/2015,1,0
6408,4,9/10/2015,1,0
6409,4,9/10/2015,1,0
6410,4,9/10/2015,1,0
6411,4,9/10/2015,1,0
6412,4,9/10/2015,1,0
6413,4,9/10/2015,1,0
6414,4,9/10/2015,1,0
6415,4,9/10/2015,1,0
6416,4,9/10/2015,1,0
6417,4,9/10/2015,1,0
6418,4,9/10/2015,1,0
6419,4,9/10/2015,1,0
